ID,official_name,type,illustrations,morphemes_raw_string,aggregated_english_text,aggregated_spanish_text,all_nahuatl_terms
ID148,Quetzal-xoxouca-patli,plant,,"Patli/medicine; Quetzal/precious, feathered, or green; Xocotl/sour fruit",lesions feet cut feet prepare herbs tlalcacapolecapatli coyoacocoxihuitl iztauyattl tepeylinchian aachilli ecaecapatli quauhyyyauhtli quetzalylinxoxoucaecapatli quetzalylinxoxouhcaecapatli tzotzotlani flower cacauaeloxochitl piltzintecouheloxochitl leaves ecaecapatli itzquinecapatli stones tlacalhuatzin eztetl tetlahuitl v pale colored earth divide three parts put basin coals fire may heat water put feet hot water basin let fire placed feet lower somewhat may fall onto feet wrapped cloth following day put ointment called xochiocotzotl white frankincense fire feet may improve odor heat also let seeds herb called xeacocoxihuitl ground put pulverized hot water apply feet third apply herb tolohua xihuitl acocoxihuitl brambles ground hot water,lesiones pies pies cortados prepara hierbas tlalcacapolecapatli coyoacocoxihuitl iztauyattl tepeylinchian aachilli ecaecapatli quauhyyyauhtli quetzalylinxoxoucaecapatli quetzalylinxoxouhcaecapatli tzotzotlani flor cacauaeloxochitl piltzintecouheloxochitl hojas ecaecapatli itzquinecapatli piedras tlacalhuatzin eztetl tetlahuitl v tierra color pálido luego divide tres partes parte pone vasija brasas fuego calentarla agua meten pies agua caliente fuego bajo pies debe bajarse queme pies envuelven paño día siguiente pone ungüento llamado xochiocotzotl incienso blanco fuego pies mejoren olor calor muelen semillas hierba llamada xeacocoxihuitl agregan pulverizadas agua caliente aplicarlas pies tercer lugar aplican hierba tolohua xihuitl acocoxihuitl zarzas molidas agua caliente,patli quetzal quetzal-xoxouca-patli quetzal-xoxouhca-patli xocotl
ID149,Quetzal-xoxouhca-patli tzotzotlani,plant,,"Patli/medicine; Quetzal/precious, feathered, or green; Xocotl/sour fruit",lesions feet cut feet prepare herbs tlalcacapolecapatli coyoacocoxihuitl iztauyattl tepeylinchian aachilli ecaecapatli quauhyyyauhtli quetzalylinxoxoucaecapatli quetzalylinxoxouhcaecapatli tzotzotlani flower cacauaeloxochitl piltzintecouheloxochitl leaves ecaecapatli itzquinecapatli stones tlacalhuatzin eztetl tetlahuitl v pale colored earth divide three parts put basin coals fire may heat water put feet hot water basin let fire placed feet lower somewhat may fall onto feet wrapped cloth following day put ointment called xochiocotzotl white frankincense fire feet may improve odor heat also let seeds herb called xeacocoxihuitl ground put pulverized hot water apply feet third apply herb tolohua xihuitl acocoxihuitl brambles ground hot water,lesiones pies pies cortados prepara hierbas tlalcacapolecapatli coyoacocoxihuitl iztauyattl tepeylinchian aachilli ecaecapatli quauhyyyauhtli quetzalylinxoxoucaecapatli quetzalylinxoxouhcaecapatli tzotzotlani flor cacauaeloxochitl piltzintecouheloxochitl hojas ecaecapatli itzquinecapatli piedras tlacalhuatzin eztetl tetlahuitl v tierra color pálido luego divide tres partes parte pone vasija brasas fuego calentarla agua meten pies agua caliente fuego bajo pies debe bajarse queme pies envuelven paño día siguiente pone ungüento llamado xochiocotzotl incienso blanco fuego pies mejoren olor calor muelen semillas hierba llamada xeacocoxihuitl agregan pulverizadas agua caliente aplicarlas pies tercer lugar aplican hierba tolohua xihuitl acocoxihuitl zarzas molidas agua caliente,patli quetzal quetzal-xoxouhca-patli tzotzotlani tzotzotlani xocotl
ID150,Te-amoxtli,plant,p007_03; p029_02,Amatl/paper; Te/stone,curation head fruit ecaecapatli plant iztac huitzquahuitl ocoeloxochitl texochitl yamanquiamoxtli precious stones tetlahuitl v iztac huitzquahuitl iztac huitzquahuitl tlalli eztetl texochitl yamanquimamatlatzin bruised together frigid water allay heat head hot water excess cold applied three times day morning noon evening wrapped neck throat supporting tendons throat nerves pains head let eat onions honey let sit sun labor enter baths overheated throat pharynx leaves texochitl yamanquiamoxtli tlanextia xiuhtontli root osiers called tolpatlactli crushed water cool heat throat mixed liquor ground gold bronze pyropus stone eztetl hold much mouth inside teeth passing stomach suppuration roof mouth throat suppuration roof mouth throat cured root xaltomatlxaltomatltomatl crushed together texochitl yamanquiamoxtli white earth small sharp variegated stones gathered torrent acamalloacamallotetl v v indian spikes poorly ground flowers huacaleloxochitl tlacoizquixochitlizquieloxochitl juice well squeezed promptly poured throat argemon groin plant plants xiuhtontli tlanenpopoloua grow garden burned fruit texochitl yamanquitzapotl brambles texochitl yamanquiamoxtli stone found swallows stomach ground swallows mouses blood applied allay pains groin reduce swellings pain knees knees pain one anoint liquor plants coyoacocoxihuitl tepeylinchian xoxouhcaecapatli macerated texochitl yamanquiamoxtli swallows blood remedy lesions body lesions caused rough treatment treated poultice made tlazolecapatliteoezquahuitlazacatzontli centzonxochitleloxochitl xiuhtontli aatoyaxocotl tlacuilolquahuitlyapaloni xiuhtontli moss tree cypress nuts seeds nettle tree ayauhquahuitlaquahuitl let illtreated one drink broth carefully prepared root coanenepilli tlanextiayxiuh acocoxihuitl chicomacacapacquilitl flower aatoyaxocotl izquieloxochitl tetlahuitl v v eztetl texochitl yamanquiamoxtli blood aquatic bird huexocanauhtli tlatlanquaye leaves ground acidulous water inflammations inflamed part body relieved liquor nopalli texochitl yamanquiamoxtli tetzmitl ecaecapatli texochitl yamanquiquauhxiyotl iztac huitzquahuitl huitzquahuitlacacapacquilitl anointing part thoroughly rubbing honey yolk egg struck lightning let one struck thunderbolt drink potion well prepared leaves trees namely ayauhquahuitlaquahuitl tepaquilti aquahuitl green cypress bush iztauyattl herbs quauhyyyauhtli texochitl yamanquiamoxtli however drink given let heated let body also anointed plaster made herbs papaloquilitlacacapacquilitl tlalcacapolecapatli quauhyyyauhtli tlatlanquaye huitbitzil xochitil iztac huitzquahuitl ocoeloxochitl addition plants upon lightning struck days later let drink water white frankincense thrown water boiled white whitish incense burned bones fox added also mix indian wine afterwards instill nostrils medicine made white pearl root tlatlacotic plants growing garden burned let also suffumigated white incense thrown upon coals wax ointment call xochiocotzotl good odor herb quauhyyyauhtli infant pain refuses breast infant affected spews milk take breast mouth give drink made herb called called texochitl yamanquiamoxtli quails blood set sun hairs somewhat restored incinerate let poultice carefully prepared weasels brain scorched human bone drawing acid water,curación cabeza fruto planta ecaecapatli iztac huitzquahuitl ocoeloxochitl texochitl yamanquiamoxtli piedras preciosas tetlahuitl v iztac huitzquahuitl iztac huitzquahuitl tlalli eztetl texochitl yamanquimamatlatzin machacadas juntas agua fría calman calor cabeza si preparan agua caliente contrarrestan exceso frío aplican tres veces día mañana mediodía tarde envueltas alrededor cuello garganta tendones sostén nervios cuello dolores cabeza coma cebollas miel exponga sol realice esfuerzos baños garganta faringe recalentada hojas texochitl yamanquiamoxtli tlanextia xiuhtontli junto raíz sauces llamados tolpatlactli trituradas agua enfrían calor garganta añade licor bronce dorado molido piropo piedra eztetl luego sostiene cuanto pueda dentro boca dientes tragarlo supuración paladar garganta supuración paladar garganta cura raíz xaltomatlxaltomatltomatl triturada junto texochitl yamanquiamoxtli tierra blanca pequeñas afiladas piedras multicolores recogidas torrente acamalloacamallotetl v v espinas india mal molidas flores huacaleloxochitl tlacoizquixochitlizquieloxochitl cuyo jugo exprime bien vierte inmediato garganta argemona planta ingle plantas xiuhtontli tlanenpopoloua aquellas crecen jardín previamente quemado fruto texochitl yamanquitzapotl zarzas texochitl yamanquiamoxtli piedra encuentra estómago golondrina molido sangre golondrina ratón aplicado alivian dolores ingle reducen hinchazones dolor rodillas duelen rodillas deben untar licor plantas coyoacocoxihuitl tepeylinchian xoxouhcaecapatli maceradas texochitl yamanquiamoxtli sangre golondrina remedio lesiones cuerpo lesiones causadas trato rudo deben tratarse cataplasma hecha tlazolecapatliteoezquahuitlazacatzontli centzonxochitleloxochitl xiuhtontli aatoyaxocotl tlacuilolquahuitlyapaloni xiuhtontli musgo algún árbol nueces ciprés semillas ortiga árbol ayauhquahuitlaquahuitl maltratado debe beber caldo preparado cuidadosamente raíz coanenepilli tlanextiayxiuh acocoxihuitl chicomacacapacquilitl flor aatoyaxocotl izquieloxochitl tetlahuitl v v eztetl texochitl yamanquiamoxtli sangre ave acuática huexocanauhtli hojas tlatlanquaye molido agua acidulada inflamaciones parte inflamada cuerpo alivia licor hecho nopalli texochitl yamanquiamoxtli tetzmitl ecaecapatli texochitl yamanquiquauhxiyotl iztac huitzquahuitl huitzquahuitlacacapacquilitl untando bien zona frotándola miel yema huevo golpeados rayo sido golpeado rayo debe beber poción bien preparada hojas árboles saber ayauhquahuitlaquahuitl tepaquilti aquahuitl ciprés verde arbusto iztauyattl hierbas quauhyyyauhtli texochitl yamanquiamoxtli dé beber debe calentarse unta cuerpo emplasto hecho hierbas papaloquilitlacacapacquilitl tlalcacapolecapatli quauhyyyauhtli tlatlanquaye huitbitzil xochitil iztac huitzquahuitl ocoeloxochitl además todas plantas cayó rayo días después debe beber agua arrojado copal blanco agua hierve incienso blanco blanquecino huesos quemados zorro añadidos mezcla vino indígena anterior después instila narices medicamento hecho perla blanca raíz tlatlacotic todas plantas crecen jardín quemado debe ser sahumado copal blanco brasas ungüento cera llamamos xochiocotzotl buen aroma hierba quauhyyyauhtli infante algún dolor rechaza pecho infante tan afectado vomita leche quiere tomar pecho da beber infusión hecha hierba llamada texochitl yamanquiamoxtli sangre codorniz puesta sol pelos restaurados cuales deberás incinerar aplique cataplasma cuidadosamente preparada cerebro comadreja hueso humano chamuscado extrayendo agua ácida,amatl te te-amoxtli
ID154,Te-memetla,plant,,Te/stone,swollen jaws swollen jaws helped taking water juice crushed texochitl yamanquimemetla leaves pith texochitl yamanquiquauhxiyotl white earth liquor whereof subacid gummy twigs bearing glutinous tears call nocheztli cannot open mouth root tlatlacotic crushed tepid water helps greatly drinks liquor making promptly vomit freed mucus open mouth,mandíbulas hinchadas mandíbulas hinchadas alivian tomando agua jugo hojas machacadas texochitl yamanquimemetla médula texochitl yamanquiquauhxiyotl tierra blanca cuyo licor subácido junto ramas gomosas dan lágrimas pegajosas llamamos nocheztli pueden abrir boca ayuda raíz tlatlacotic triturada agua tibia si bebe licor vomita inmediato moco liberado abrirá boca,te te-memetla tememetla
ID155,Teo-amatl,plant,,Amatl/paper; Teo/divine,haemorrhoids haemorrhoids root herb colocolomecatl helps greatly since draws away bile drunk hot water crushed honey second plant teoezquahuitlchichic texcalamatl grows rocks must skin removed abundant milky juice may flow received cotton put sun little drunk moderation pale bile drawn let medicine prepared skins plants quauhizquieloxochitl salt ground hot water also draw purulence abdomen clear intestines man meal let kill weasel eat quite alone dragons blood rectal swellings oakbark iztac huitzquahuitl huitzquahuitlaquahuitl capollaxipehualli tlacoizquixochitlxiloeloxochitl macerated mixed tlapalachiyotl salve called language holli gall crow root almond bark izquieloxochitl leaves bark chichic texcalchichic texcalamatlchichic texcalamatl chichic chichic texcalchichic texcalamatlchichic texcalamatl potion prepared salt nitre ashes heated rather boiled bread soaked honey brought gently touching swelling ailment starts buttocks well heated water injected anus also bathed teoezquahuitlchichic texcalamatl bark honey done let part affected swelling frequently soaked juice yamanqui ecapatli tlalcacapolquequetzal plant crushed hot water broth drunk recurrent disease let one relapsing sickness drink meal little latex like milk expressed teoezquahuitlchichic texcalamatl may vomit third fourth day let drink potion formed tonatiuh yxiuh v yxiuh v root tlatlanquaye also tlanextiayxiuhyxiuh root ground tepid water third let drink cuecuetzecapatli root crushed wine let drink enters bath coming anointed liquor ground teoezquahuitlchichic texcalamatl roots bowel twice cleared clyster first liquor ohuaxoxocoyolin root crushed hot water even though partakes food healthful juice throw pus abdomen second time days later made intoxicating plant call piciyetl salt black pepper light colored pepper,hemorragias anales hemorroides ayuda raíz hierba colocolomecatl extrae bilis si bebe agua caliente triturada miel segundo lugar planta teoezquahuitlchichic texcalamatl crece rocas debe pelarse fluya jugo lechoso jugo recogido algodón dejado sol debe beberse moderación expulsar bilis pálida luego debe prepararse medicamento cáscaras plantas quauhizquieloxochitl sal molidas agua caliente extraerá pus abdomen limpiará intestinos hombre comer debe matar comadreja comerla completamente solo sangre dragón hinchazones rectales maceran cortezas encino iztac huitzquahuitl huitzquahuitlaquahuitl capollaxipehualli tlacoizquixochitlxiloeloxochitl mezcla tlapalachiyotl ungüento llamado lengua holli bilis cuervo raíz almendra corteza izquieloxochitl hojas corteza chichic texcalchichic texcalamatlchichic texcalamatl chichic chichic texcalchichic texcalamatlchichic texcalamatl prepara poción sal salitre ceniza debe calentarse mejor aún hervirse lleva pan empapado miel aplica suavidad hinchazón si mal comienza glúteos debe inyectar agua bien caliente ano debe bañarse corteza teoezquahuitlchichic texcalamatl miel hecho parte afectada hinchazón debe mojarse frecuencia jugo yamanqui ecapatli planta tlalcacapolquequetzal debe machacarse agua caliente beberse caldo enfermedad recurrente recaiga enfermedad debe beber comida látex parecido leche exprimido teoezquahuitlchichic texcalamatl vomitar tercer cuarto día debe beber poción formada raíz tonatiuh yxiuh v yxiuh v tlatlanquaye raíz tlanextiayxiuhyxiuh molidas agua tibia tercer lugar debe beber raíz cuecuetzecapatli triturada vino debe beber entrar baño luego salir ser untado licor raíces molidas teoezquahuitlchichic texcalamatl intestinos deben vaciarse dos veces enema primero licor raíz ohuaxoxocoyolin triturada agua caliente incluso si comido jugo saludable expulsará pus abdomen segunda vez días después hace planta embriagante llamada piciyetl sal pimienta negra pimienta clara,amatl teo teo-amatl
ID157,Teo-xihuitl v1,plant,,"Teo/divine; Xihuitl/herbs, green leaves",pain heart whose heart pains burns take plant nonochton azcapanixua grows near ants nest gold electrum teoezquahuitlacocoxihuitl v chichiltic xiuhtontli tapachtli tetlahuitl v burned heart deer grind together water let drink liquor,dolor corazón aquel cuyo corazón duele arde debe tomar planta nonochton azcapanixua crece cerca hormiguero oro electro teoezquahuitlacocoxihuitl v chichiltic xiuhtontli tapachtli tetlahuitl v junto corazón quemado venado triturado agua beba licor,teo teo-xihuitl teo-xihuitl v1 xihuitl
ID160,Tepe-chian,plant,,Tepe/hill or mountain,affections rectum rectal affection cured herbs iztauyattl tonatiuh yxiuh v yxiuh v coyoacocoxihuitl iztac huitzquahuitl ocoeloxochitl leaves herb tepeylinchian ground together hot water remedy part suffering pain bathed may also poulticed brought mud thickness gout one gout cured way bush piltzintecouheloxochitl leaves cypress laurel thrown ants ditch ants go fro sprinkled lotion leaves bush quappoquietl leaves bark ayauhquahuitlaquahuitl leaves quetzalylinmizquitl tlacuilolquahuitlque quetzalylin tepeylinchian flowers plant small white red stone plant called itzquinecapatli pine oyster shell ground hares blood small foxes serpentine rabbits burrowing moles ecacohuatl lizards pearl greenstone bloodstone ground water foot troubled much heat let soaked cold liquor chilled instep heated named also add yellowcolored flint flesh excrement fox must burn crisp pain knees knees pain one anoint liquor plants coyoacocoxihuitl tepeylinchian xoxouhcaecapatli macerated texochitl yamanquiamoxtli swallows blood lesions feet cut feet prepare herbs tlalcacapolecapatli coyoacocoxihuitl iztauyattl tepeylinchian aachilli ecaecapatli quauhyyyauhtli quetzalylinxoxoucaecapatli quetzalylinxoxouhcaecapatli tzotzotlani flower cacauaeloxochitl piltzintecouheloxochitl leaves ecaecapatli itzquinecapatli stones tlacalhuatzin eztetl tetlahuitl v pale colored earth divide three parts put basin coals fire may heat water put feet hot water basin let fire placed feet lower somewhat may fall onto feet wrapped cloth following day put ointment called xochiocotzotl white frankincense fire feet may improve odor heat also let seeds herb called xeacocoxihuitl ground put pulverized hot water apply feet third apply herb tolohua xihuitl acocoxihuitl brambles ground hot water fevers face marking fevers various changes times flushed times darkened blanched also spits blood body jerks turns hither thither sees little times bitterness burning sweetness kind fills mouth rather palate one certain stomach corrupted although urine whitish unless avert danger quickly medicine prepared late wherefore help wonderfully macerate plants centzonxochitleloxochitl teoezquahuitliztaquilitl ahquiztli tlanextiayxiuh acocoxihuitl cuauhtla huitaacacapacquilitl tonatiuh yxiuh v yxiuh v tlazolecapatliteoezquahuitlazacatzontli mamaxtlanelhuatl ocoeloxochitl zacamatlalin bush tlanextiayxiuh aquahuitl stones find stomachs birds huitlalotl huactli aztatl apopotli tlacahuilotl huexocanauhtli xiuhxiuhquecholmolotototl molotototl tlapalmolotototl nochmolotototl acatzanatl zolin precious stones fine green pearl greenstone sardonyx xiuhtomolli burned human bone liquor heated quickly drunk potion prepared stone texalli ground water part liquor poured head feet bathed part throat moistened part also let drink plants crushed bitter water ecaecapatli tetzmitl ocoeloxochitl centzonxochitleloxochitl tepeylinchian azacatzontlipachtzin iztac huitzquahuitl ocoeloxochitl tonatiuh yxiuh v yxiuh v gathered fervent heat sun adding willow laurel human bone wet liquor tooth corpse placed crown head plants tecoxochitiacocoxihuitl tlazolecapatliecapatli crushed womans milk occuput nostrils anointed done take heed smell flower kind sleep day ringworm tetter one laboring scaly disease let ground together set coals bark cherry incense bearing quauhquauhxiyotl tree apple flowers topozan cacaloeloxochitl oak roots cypress nuts leaves plants tlatlanquaye quauhyayahual herbs tepeylinchian coyoacocoxihuitl aaquahuitl cedar nuts leaves heated let bathe affected part rubbed burned pine let rubbed,afecciones recto afecciones rectales curan hierbas iztauyattl tonatiuh yxiuh v yxiuh v coyoacocoxihuitl iztac huitzquahuitl ocoeloxochitl hojas hierba tepeylinchian molidas agua caliente remedio baña parte dolorida puede aplicarse cataplasma llevándola grosor lodo gota alguien gota puede curarse así arbusto piltzintecouheloxochitl hojas ciprés laurel echan zanja hormigas van vienen espolvorean loción luego toman hojas arbusto quappoquietl hojas corteza ayauhquahuitlaquahuitl hojas quetzalylinmizquitl tlacuilolquahuitlque quetzalylin tepeylinchian flores cualquier planta piedra blanca roja pequeña planta llamada itzquinecapatli pino concha ostra molida sangre liebre pequeños zorros conejos serpenteantes topos ecacohuatl lagartijas perla piedra verde hematites debe molerse agua si pie sufre calor debe remojarse licor frío si helado empeine debe calentarse anterior añade pedernal color amarillo carne excremento zorro deben quemarse quedar carbonizados dolor rodillas duelen rodillas deben untar licor plantas coyoacocoxihuitl tepeylinchian xoxouhcaecapatli maceradas texochitl yamanquiamoxtli sangre golondrina lesiones pies pies cortados prepara hierbas tlalcacapolecapatli coyoacocoxihuitl iztauyattl tepeylinchian aachilli ecaecapatli quauhyyyauhtli quetzalylinxoxoucaecapatli quetzalylinxoxouhcaecapatli tzotzotlani flor cacauaeloxochitl piltzintecouheloxochitl hojas ecaecapatli itzquinecapatli piedras tlacalhuatzin eztetl tetlahuitl v tierra color pálido luego divide tres partes parte pone vasija brasas fuego calentarla agua meten pies agua caliente fuego bajo pies debe bajarse queme pies envuelven paño día siguiente pone ungüento llamado xochiocotzotl incienso blanco fuego pies mejoren olor calor muelen semillas hierba llamada xeacocoxihuitl agregan pulverizadas agua caliente aplicarlas pies tercer lugar aplican hierba tolohua xihuitl acocoxihuitl zarzas molidas agua caliente fiebres rostro presentan fiebre cambia muchas formas veces enrojecido veces oscuro pálido escupe sangre cuerpo da sacudidas retuerce ve veces llena boca bien paladar amargor ardor tipo dulzura ciertamente sufre estómago corrompido aunque orina blanquecina si evita peligro rápidamente medicina preparará demasiado tarde ayudarás maravillosamente si maceras plantas centzonxochitleloxochitl teoezquahuitliztaquilitl ahquiztli tlanextiayxiuh acocoxihuitl cuauhtla huitaacacapacquilitl tonatiuh yxiuh v yxiuh v tlazolecapatliteoezquahuitlazacatzontli mamaxtlanelhuatl ocoeloxochitl zacamatlalin arbusto tlanextiayxiuh aquahuitl piedras encuentran estómagos aves huitlalotl huactli aztatl apopotli tlacahuilotl huexocanauhtli xiuhxiuhquecholmolotototl molotototl tlapalmolotototl nochmolotototl acatzanatl zolin piedras preciosas perla verde fina piedra verde sardónice xiuhtomolli junto hueso humano quemado calienta rápidamente licor luego debe beberse preparado brebaje muele piedra texalli agua vierte parte licor cabeza bañan pies parte humedece garganta porción debe beber luego deben machacarse agua amarga plantas ecaecapatli tetzmitl ocoeloxochitl centzonxochitleloxochitl tepeylinchian azacatzontlipachtzin iztac huitzquahuitl ocoeloxochitl tonatiuh yxiuh v yxiuh v todas recolectadas bajo calor intenso sol añadiendo sauce laurel hueso humano moja licor coloca diente cadáver coronilla plantas tecoxochitiacocoxihuitl tlazolecapatliecapatli trituran leche mujer ungen occipucio fosas nasales después cuídese huela alguna flor duerma día tiña sarna sufre enfermedad escamosa deben moler juntos poner brasas corteza cerezo árbol quauhquauhxiyotl produce incienso manzano flores topozan cacaloeloxochitl raíces roble nueces ciprés hojas plantas tlatlanquaye quauhyayahual hierbas tepeylinchian coyoacocoxihuitl aaquahuitl nueces hojas cedro vez caliente debe bañarse parte afectada frotarse pino quemado anterior debe ser frotado,tepe tepe-chian
ID163,Tequam-maitl,plant,p010_03,nan,scurf headscald head washed urine roots iztac huitzquahuitl huitzquahuitlacacapacquilitl tezonecapatli tequammaitl tetzmieloxochitl ground bark copalaquahuitl atoyaatoyaxocotl applied head,tiña escaldadura cabeza debe lavar cabeza orina luego aplican cabeza raíces iztac huitzquahuitl huitzquahuitlacacapacquilitl tezonecapatli tequammaitl tetzmieloxochitl molidas corteza copalaquahuitl atoyaatoyaxocotl,nan tequam-maitl
ID164,Tequixqui-zacatl,plant,p019_02,Zacatl/grass,tumors starting eyes bushes tetzmitl tequixquiazacatzontli little stone either white reddish found stomach swallow ground swallows blood stops restrains swelling eyes heatinflamed face,tumores comienzan ojos arbustos tetzmitl tequixquiazacatzontli junto piedrecilla blanca rojiza encontrada estómago golondrina molidos sangre golondrina detienen reducen hinchazón ojos enrojecimiento rostro,tequixqui-zacatl zacatl
ID165,Te-tzapotl,plant,,Te/stone,curation pubis part feels pain let anointed liquor expressed prepared bark leaves tree macpaleloxochitl thorny plants tolohua xihuitl acocoxihuitl xiuhtontli indian knives flints fruit call texochitl yamanquitzapotl stone texochitl yamanquixoxoctli ground blood swallow lizard mouse must remember heat liquid also tumor pain burns severely hesitate section cut must purify anoint liquid drawn roots herb tlalcacapolhuaxin ground yolk egg argemon groin plant plants xiuhtontli tlanenpopoloua grow garden burned fruit texochitl yamanquitzapotl brambles texochitl yamanquiamoxtli stone found swallows stomach ground swallows mouses blood applied allay pains groin reduce swellings,curación pubis parte duele debe ungirse licor extraído preparado corteza hojas árbol macpaleloxochitl plantas espinosas tolohua xihuitl acocoxihuitl xiuhtontli cuchillos obsidiana pedernales fruto llamado texochitl yamanquitzapotl piedra texochitl yamanquixoxoctli molido sangre golondrina lagartija ratón debes recordar calentar líquido además si tumor dolor quema intensamente debe dudar hacer incisión herida debe purificarse ungirse líquido extraído raíces hierba tlalcacapolhuaxin molidas yema huevo argemona planta ingle plantas xiuhtontli tlanenpopoloua aquellas crecen jardín previamente quemado fruto texochitl yamanquitzapotl zarzas texochitl yamanquiamoxtli piedra encuentra estómago golondrina molido sangre golondrina ratón aplicado alivian dolores ingle reducen hinchazones,te te-tzapotl
ID166,Te-tzitzicaztli,plant,,Te/stone,disease joints articular pain prepare plaster quauhtzitzicaztli texochitl yamanquitzitzicaztli colotzitzicaztli patlahuac tzitzicaztli xiuhtlemaitl herbs also manyfooted serpentlike scorpion crushed water boiled part contracting stiffness punctured eagles lions bone anointed plaster honey arthritic sufferer moderately vexed pain necessary puncture part,enfermedad articulaciones dolor articular prepara emplasto quauhtzitzicaztli texochitl yamanquitzitzicaztli colotzitzicaztli patlahuac tzitzicaztli xiuhtlemaitl hierbas incluye alacrán muchas patas forma serpiente tritura agua hierve además parte rigidez contracturada debe ser punzada hueso águila león luego untada emplasto anterior miel si enfermo artrítico sufre dolor moderado necesario punzar alguna parte,te te-tzitzicaztli
ID167,Te-tzitzilin,plant,p094_03,Te/stone,epilepsy recently aroused serve small stones found hawks stomach bird huactli cock root quetzalylinatzonyatl deers horn whitish also white incense hair corpse incinerated flesh mole shut jar well ground hot water let man affected drink liquor may vomit well drink crushed root bush called tlatlacotic observe time epilepsy come epileptic instantly raised cartilage sides punctured arising let drink camnum gall time head given poultice made quetzalylinatzonyatl texochitl yamanquitzitzilin leaves herb bush acocoacocoxihuitl ground water let eat brain wolf weasel boiled also fumigation odor mouses nest consumed coals whitish incense feathers vulture,epilepsia presentado recientemente servirán piedrecillas hallan estómago halcón ave huactli gallo raíz quetzalylinatzonyatl cuerno venado incienso blanquecino blanco cabello cadáver carne incinerada topo encerrada frasco debe molerse bien agua caliente afectado beba licor vomite conviene beber raíz machacada arbusto llamado tlatlacotic observar momento va presentar epilepsia pues instante debe levantar epiléptico inmediato punzarle cartílago costados levantarse debe beber hiel camnum mismo tiempo aplica cabeza emplasto hecho hojas quetzalylinatzonyatl texochitl yamanquitzitzilin hierba arbusto acocoacocoxihuitl molido agua coma cerebro lobo comadreja hervidos hace fumigación olor nido ratón quemado brasas incienso blanquecino plumas buitre,te te-tzilin te-tzitzilin
ID168,Te-xiyotl,plant,,Te/stone; Xiyotl/young maize ear,swollen jaws swollen jaws helped taking water juice crushed texochitl yamanquimemetla leaves pith texochitl yamanquiquauhxiyotl white earth liquor whereof subacid gummy twigs bearing glutinous tears call nocheztli cannot open mouth root tlatlacotic crushed tepid water helps greatly drinks liquor making promptly vomit freed mucus open mouth inflammations inflamed part body relieved liquor nopalli texochitl yamanquiamoxtli tetzmitl ecaecapatli texochitl yamanquiquauhxiyotl iztac huitzquahuitl huitzquahuitlacacapacquilitl anointing part thoroughly rubbing honey yolk egg,mandíbulas hinchadas mandíbulas hinchadas alivian tomando agua jugo hojas machacadas texochitl yamanquimemetla médula texochitl yamanquiquauhxiyotl tierra blanca cuyo licor subácido junto ramas gomosas dan lágrimas pegajosas llamamos nocheztli pueden abrir boca ayuda raíz tlatlacotic triturada agua tibia si bebe licor vomita inmediato moco liberado abrirá boca inflamaciones parte inflamada cuerpo alivia licor hecho nopalli texochitl yamanquiamoxtli tetzmitl ecaecapatli texochitl yamanquiquauhxiyotl iztac huitzquahuitl huitzquahuitlacacapacquilitl untando bien zona frotándola miel yema huevo,te te-xiyotl xiyotl
ID170,Tetezhuatic,plant,,nan,mouth sores scabs lips completely removed medicament made tlalcacapolmizquitl root whose viscous drops tears condensed thickness gum leaves ecaecapatli nettle seeds pounded leaves tetezhuatic,llagas boca costras labios eliminarán completamente medicamento hecho raíz tlalcacapolmizquitl cuyas gotas viscosas lágrimas condensan tener grosor goma hojas ecaecapatli semillas ortiga hojas machacadas tetezhuatic,nan te-tezhuatic tetezhuatic
ID171,Tetzmi-nopalli,plant,,Nopalli/nopal,medicine bring saliva dry saliva flow excessive thirst repressed acid herbs woodland alectoria gems found maw cocks also stated pliny crystalline appearance size indian spanish bean indian kite slain dove ground clear water let one lacking saliva immoderately thirsty swallow liquor hold much mouth contain also let liquor herbs macerated tetzminopalli wit tepeylin chian poured head avoid error use leaves plant,medicina hacer volver saliva secado saliva fluirá reprimirá sed excesiva si hierbas ácidas bosque alectoria gemas halladas buche gallos dice plinio aspecto cristalino tamaño frijol indio español milano indio paloma sacrificada muelen agua clara carezca saliva sufra sed immoderada debe tragar licor mantener quepa boca debe verterse cabeza licor hierbas maceradas saber tetzminopalli tepeylin chian evitar errores deben usar solo hojas toda planta,nopalli tetzmi-nopalli
